city,country,reviewer,review_comments,review_title,streetaddr,score,name,reviewer_origin,post_date,postcode,scrapday
Kuala Lumpur,Malaysia,VeeYHM,"Staying here for few times within these couple years. Frankly say it is my favourite place to stay. I have 3 small children so this residence very suitable for us.Firstly it is connected to Garden Mall and also Midvalley Megamall. It really easy for me to stroll around with my small family. So many things we can do here. Shopping, eating and also have playground for my kids. From here, it is easy for us to go anywhere. The hotel staff always help us calling for a taxi if we want to go anywhere. It is very convenient once you staying here.I have experience staying in 1 bedroom and also 2 bedroom unit. Both unit really satisfy me. Very spacious and have all amenities in here. I have no worries if staying here. Each unit complete with kitchenete, ironing facilities, comfortable bed and spacious bathroom. Really feel at home while staying here.But, the extra point I can give to these residence is their friendly and helpful staff. I do appreciate with their kindness and friendly attitude. From front desk to bellman and also the housekeeping department, I do give extra credit to them. Believe me, they all are very helpful.After all, I do recommend this residence for you who wanna stay in a place that have everything around. Either you are for business or leisure trip, both are suits if you wanna stay here. Thanks to my husband, Mohd Farihan who always brought us staying here for our comfort and pleasure. Kudos to Garden Residence staff and management.",My Favourite,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,"Labuan Island, Malaysia",2016-06-15,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,Tracyannethiaga,Just stayed in for a night. Room was so wide and nice.. I liked the smell of the room as it was very welcoming and relaxing. Very clean n well maintained. The front desk staff was very polite. The hotel is linked to the gardens mall and also midvalley so I had all the time to go shopping as much I wanted and also watch a movie at the gardens mall premier class cinema.,Luxurious,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Malaysia,2016-06-13,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,pt2pt3,"Some colleagues told me this hotel was very Holiday Inn like and not nice. Well the Gardens St Giles hotel exceed my expectations. It's for sure has all the 5 star feels, yet I would never rank it with Shangrila or Mandarin Oriental. Slow vehicle drop off process as the path is busy with vehicles. But its not too far from the Sentral Station in case you want to save time with the express train from airport. Get a taxi at Sentral Station by booking at the desk inside near exit. Outside you get the thuggish operators charging fixed higher rates. I don't mind paying but it's the bullying that I dislike. Hotel lobby is simple and connects easily to Gardens Mall which connects to Mid Valley Mall. So too many shops and too many eateries. And cinemas too.Rooms are spacious. I think we had the renovated rooms. This would explain some of the precious reviews about outdated. The bathroom is huge with separate toilet door. Bed is huge. Too firm for me. Nicely built up room with good light controls at bedside. Nice views. Room service menu was wide range and 24hrs on all items. Amazing cos even the best hotels cut down their options after 11pm. Gym was very spreadout with views. Most spacious I've ever seen. Room cleaning carries on till late. Rest of facilities I did not try. Overall the stay exceeded my expectations. And due to the attached huge malls and hotel rooms, I would definitely stay here again. TIP: Maybe ask for renovated rooms.",Surprisingly a very good hotel...,Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Johannesburg,2016-06-11,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,Teri1308,"There are two St,Giles hotels in Midvalley Megamall. This hotel is a bit more expensive then the other one however it was pretty difficult to find an entrance. it is quite confusing if you have not visited this place before. Room and the view from the window is quite good and comfortable. Bathroom has a bathtub and a shower as well. Atomosphere is good. Breakfast(Buffet) was good as well.",Comfortable,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Singapore, Singapore",2016-06-09,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,Shawal83,"Staff good. Welcome in staff good.Concierge staff very kind.Sleep quality good.Breakfast good.Facilities good (Gym).Hardly to find local restaurant.Overall good. Stayed April 2016, travelled on business",A night in KL,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,Ipoh,2016-06-03,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,bavaruns2016,"We stayed in the The Gardens residence..the apartment concept. The room comes with a fully equiped kitchen, living room , bed room and a spacious bathroom. This set thing is so convenience for us with children.. Our 3year old enjoyed the spacious room and the additional TV in the room. The balcony is also useful to dry wet clothings. The location of this hotel is the best. We choose this hotel because of this...it is connected to a big shopping Mall ..so its its so convenient for food, shopping etc. We have stayed here twice and Will be staying here again ...",Location location & Comfort,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,"Penang, Malaysia",2016-05-27,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,mojay1,"Booked here two nights ago for the purposes of shopping at mid Vally .i pod quite a high rate for the residence room at Rm 600.i could've stayed in a 5 star mandarin or grand hyatt in bum it bintang for the same price.the room was huge and very comfortable though on the residence side.there are huge construction taking place on both sides so don't expect and quietness in day not view and there is a lot of dust and haze on both sides.I wish I had stayed in BB rather and shopped in sogo and the surrounding malls,would I stay here again?probably of the rate wasn't so high compared to what better hotels give you.although i must say that the breakfast is great and the rooms re very very comfortable.",Hmmm in 2 minds,Lingkaran Syed Putra,4,The Gardens Hotel & Residences,South Africa,2016-05-25,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,apactraveller,"So I made a mistake  I told my new PA to book me the usual hotel in Mid-Valley and I didnt check the booking until in the taxi from the KL Express station and yes, I made a mistake and found myself staying here again.Im hoping this is just a benign mistake on my part and not the proof of some deep-rooted masochistic tendencies, or worst, a yearning for classic Britney Spears melodies, because finding myself again within these blatantly appalling walls is hard.But it gets better.I checked in, in a somewhat despondent state went to my room and started un-packing. I then decided to use the bathroom and lifted the cover of the toilet, to be greeted by a seat covered in urine. In a freshly cleaned room, at what I can only describe as the most ineptly managed hotel I have had the misfortune to stay at in recent times.From there, it's just about going through the motions: arrival of duty manager, change of room, granting of an upgrade, arrival in new room, which of course looks exactly like the previous one, [new] checking of the toilet seat (some old stains on the seat, nothing new, so deemed acceptable) and departure of manager.Basically, if mediocrity and ineptitude decided to launch a hotel together theyd come to the St Giles Gardens in Mid-Valley and consider this an unbeatable blueprint. It is perfection in total cluelessness. Dont stay there  allow this aberration of a hotel to die a quick death, until decrepit and irrelevant it fades in the memories of its past guests, only to remain as that awful place we use to stay at in KL.",Oops I did it again!,Lingkaran Syed Putra,1,The Gardens Hotel & Residences,"Singapore, Singapore",2016-05-23,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,fazzyk416,"We are staying here right now and I wish I had picked another hotel. Great location but it's all downhill from there. The rooms are dated and tired looking. We booked a deluxe King-size bed room... It's uncomfortable, pillows are cheap and all the white linen are a light tinge of grey. The room is small and for more than RM400 per night, I could have paid a bit extra and stayed at Traders or The Majestic. Even at this price - breakfast was not included. The wall paper is stripping off the walls, tub and shower area are in the same cubicle (which is super strange), the water temp switches suddenly, going from extreme hot to cold. Service is OK... Check in was quick. They block 400 on your credit card and charge you RM30 per room access card if you don't return it when you check out (who does that?) Gym and pool seem ok but we haven't made use of those facilities yet. We won't stay here again.",3 Star and no higher!,Lingkaran Syed Putra,2,The Gardens Hotel & Residences,"Kuala Lumpur, Malaysia",2016-05-21,59200,2016-10-08 22:19
Kuala Lumpur,Malaysia,BernardLiow,"Been staying in this hotel for all my business trips to KL for the past 2 years. I first chose this hotel for convenient of the mall at my doorstep (MidValley). Then the breakfast didn't disappoint me once, nice spread, tasty and spacious dining area. The gym and pool are my next favourite, noticed new equipment added this time round and overall cleanliness is good. What impress me this trip enough for me to write this review, is the service standard of staff, from front desk, housekeeping to gym staff, all well-manner greetings to customer, smile on their face, fast response to my request. Lastly, appreciate the discount voucher, complementary cookies and cheesecake in my room! Well done!!","Service standards improved, well done!",Lingkaran Syed Putra,5,The Gardens Hotel & Residences,Malaysia,2016-05-18,59200,2016-10-08 22:19
